fa_flight_id,altitude,altitude_change,groundspeed,heading,latitude,longitude,timestamp,update_type
TLM116-1664732580-schedule-0836,7,C,168,209,13.89892,100.59713,2022-10-04T17:23:06Z,A
TLM116-1664732580-schedule-0836,11,C,184,209,13.88681,100.59015,2022-10-04T17:23:22Z,A
TLM116-1664732580-schedule-0836,17,C,183,209,13.8755,100.58374,2022-10-04T17:23:38Z,A
TLM116-1664732580-schedule-0836,21,C,198,247,13.86586,100.57333,2022-10-04T17:23:54Z,A
TLM116-1664732580-schedule-0836,24,C,220,259,13.862,100.55725,2022-10-04T17:24:10Z,A
TLM116-1664732580-schedule-0836,29,C,252,255,13.85646,100.53257,2022-10-04T17:24:33Z,A
TLM116-1664732580-schedule-0836,33,C,274,253,13.84999,100.51025,2022-10-04T17:24:51Z,A
TLM116-1664732580-schedule-0836,41,C,283,242,13.84021,100.48479,2022-10-04T17:25:12Z,A
TLM116-1664732580-schedule-0836,49,C,285,226,13.8251,100.46471,2022-10-04T17:25:30Z,A
TLM116-1664732580-schedule-0836,56,C,288,226,13.81019,100.44882,2022-10-04T17:25:46Z,A
TLM116-1664732580-schedule-0836,63,C,289,225,13.79626,100.43393,2022-10-04T17:26:02Z,A
TLM116-1664732580-schedule-0836,72,C,285,196,13.77397,100.42058,2022-10-04T17:26:22Z,A
TLM116-1664732580-schedule-0836,79,C,281,174,13.74925,100.41995,2022-10-04T17:26:40Z,A
TLM116-1664732580-schedule-0836,85,C,283,165,13.73063,100.42304,2022-10-04T17:26:56Z,A
TLM116-1664732580-schedule-0836,97,C,282,151,13.69427,100.44048,2022-10-04T17:27:26Z,A
TLM116-1664732580-schedule-0836,107,C,303,152,13.65623,100.46168,2022-10-04T17:27:57Z,A
TLM116-1664732580-schedule-0836,111,C,333,152,13.61861,100.48233,2022-10-04T17:28:27Z,A
TLM116-1664732580-schedule-0836,120,C,350,152,13.57507,100.50606,2022-10-04T17:28:58Z,A
TLM116-1664732580-schedule-0836,130,C,354,152,13.53232,100.52945,2022-10-04T17:29:28Z,A
TLM116-1664732580-schedule-0836,140,C,366,152,13.48741,100.55398,2022-10-04T17:29:58Z,A
TLM116-1664732580-schedule-0836,153,C,374,152,13.44098,100.5794,2022-10-04T17:30:29Z,A
TLM116-1664732580-schedule-0836,164,C,379,152,13.39311,100.6055,2022-10-04T17:31:00Z,A
TLM116-1664732580-schedule-0836,175,C,386,152,13.34486,100.63183,2022-10-04T17:31:31Z,A
TLM116-1664732580-schedule-0836,186,C,394,152,13.29276,100.66016,2022-10-04T17:32:03Z,A
TLM116-1664732580-schedule-0836,195,C,400,152,13.24253,100.68753,2022-10-04T17:32:33Z,A
TLM116-1664732580-schedule-0836,205,C,406,152,13.19522,100.71333,2022-10-04T17:33:03Z,A
TLM116-1664732580-schedule-0836,214,C,410,152,13.14337,100.74159,2022-10-04T17:33:33Z,A
TLM116-1664732580-schedule-0836,222,C,416,152,13.09254,100.7693,2022-10-04T17:34:03Z,A
TLM116-1664732580-schedule-0836,230,C,423,152,13.04068,100.79752,2022-10-04T17:34:33Z,A
TLM116-1664732580-schedule-0836,237,C,428,152,12.98877,100.82573,2022-10-04T17:35:03Z,A
TLM116-1664732580-schedule-0836,245,C,434,152,12.93388,100.85549,2022-10-04T17:35:33Z,A
TLM116-1664732580-schedule-0836,251,C,441,152,12.88259,100.88331,2022-10-04T17:36:03Z,A
TLM116-1664732580-schedule-0836,257,C,447,152,12.82807,100.91285,2022-10-04T17:36:33Z,A
TLM116-1664732580-schedule-0836,263,C,451,152,12.77403,100.94224,2022-10-04T17:37:03Z,A
TLM116-1664732580-schedule-0836,270,C,455,152,12.71681,100.97331,2022-10-04T17:37:33Z,A
TLM116-1664732580-schedule-0836,275,C,454,160,12.67136,100.994,2022-10-04T17:37:57Z,A
TLM116-1664732580-schedule-0836,285,C,456,170,12.58959,101.01288,2022-10-04T17:38:37Z,A
TLM116-1664732580-schedule-0836,290,C,459,170,12.52126,101.0245,2022-10-04T17:39:09Z,A
