,timestamp,altitude,groundspeed,heading,latitude,longitude,segment
0,2022-10-04 17:23:06,7.0,168.0,209.0,13.89892,100.59713,1
1,2022-10-04 17:23:14,9.0,176.0,209.0,13.892865,100.59364,1
2,2022-10-04 17:23:22,11.0,184.0,209.0,13.88681,100.59015,3
3,2022-10-04 17:23:30,14.0,183.5,209.0,13.881155,100.586945,3
4,2022-10-04 17:23:38,17.0,183.0,209.0,13.8755,100.58374,3
5,2022-10-04 17:23:46,19.0,190.5,228.0,13.87068,100.578535,3
6,2022-10-04 17:23:54,21.0,198.0,247.0,13.86586,100.57333,3
7,2022-10-04 17:24:02,22.5,209.0,253.0,13.86393,100.56529,5
8,2022-10-04 17:24:10,24.0,220.0,259.0,13.862,100.55725,5
9,2022-10-04 17:24:18,25.73913043478261,231.1304347826087,257.60869565217394,13.86007304347826,100.54866565217391,5
10,2022-10-04 17:24:26,27.47826086956522,242.26086956521738,256.2173913043478,13.858146086956522,100.54008130434784,5
11,2022-10-04 17:24:33,29.0,252.0,255.0,13.85646,100.53257,5
12,2022-10-04 17:24:34,29.22222222222222,253.22222222222223,254.88888888888889,13.856100555555555,100.53133000000001,5
13,2022-10-04 17:24:42,31.0,263.0,254.0,13.853225,100.52141,7
14,2022-10-04 17:24:50,32.77777777777778,272.77777777777777,253.11111111111111,13.850349444444445,100.51149,7
15,2022-10-04 17:24:51,33.0,274.0,253.0,13.84999,100.51025,7
16,2022-10-04 17:24:58,35.666666666666664,277.0,249.33333333333334,13.84673,100.50176333333333,7
17,2022-10-04 17:25:06,38.714285714285715,280.42857142857144,245.14285714285714,13.843004285714287,100.49206428571429,7
18,2022-10-04 17:25:12,41.0,283.0,242.0,13.84021,100.48479,7
19,2022-10-04 17:25:14,41.888888888888886,283.22222222222223,240.22222222222223,13.838531111111111,100.48255888888889,7
20,2022-10-04 17:25:22,45.44444444444444,284.1111111111111,233.11111111111111,13.831815555555556,100.47363444444444,7
21,2022-10-04 17:25:30,49.0,285.0,226.0,13.8251,100.46471,7
22,2022-10-04 17:25:38,52.5,286.5,226.0,13.817645,100.45676499999999,7
23,2022-10-04 17:25:46,56.0,288.0,226.0,13.81019,100.44882,8
24,2022-10-04 17:25:54,59.5,288.5,225.5,13.803225000000001,100.441375,8
25,2022-10-04 17:26:02,63.0,289.0,225.0,13.79626,100.43393,8
26,2022-10-04 17:26:10,66.6,287.4,213.4,13.787344000000001,100.42859,8
27,2022-10-04 17:26:18,70.2,285.8,201.8,13.778428,100.42325,8
28,2022-10-04 17:26:22,72.0,285.0,196.0,13.77397,100.42058,8
29,2022-10-04 17:26:26,73.55555555555556,284.1111111111111,191.11111111111111,13.768476666666666,100.42044,8
30,2022-10-04 17:26:34,76.66666666666667,282.3333333333333,181.33333333333334,13.75749,100.42016,9
31,2022-10-04 17:26:40,79.0,281.0,174.0,13.74925,100.41995,9
32,2022-10-04 17:26:42,79.75,281.25,172.875,13.7469225,100.42033625,9
33,2022-10-04 17:26:50,82.75,282.25,168.375,13.7376125,100.42188125,9
34,2022-10-04 17:26:56,85.0,283.0,165.0,13.73063,100.42304,9
35,2022-10-04 17:26:58,85.8,282.93333333333334,164.06666666666666,13.728206,100.42420266666667,9
36,2022-10-04 17:27:06,89.0,282.6666666666667,160.33333333333334,13.71851,100.42885333333334,9
37,2022-10-04 17:27:14,92.2,282.4,156.6,13.708814,100.433504,9
38,2022-10-04 17:27:22,95.4,282.1333333333333,152.86666666666667,13.699118,100.43815466666666,9
39,2022-10-04 17:27:26,97.0,282.0,151.0,13.69427,100.44048,9
