NPD_ID;Noise Metric;Op Mode;Power Setting;L_200ft;L_400ft;L_630ft;L_1000ft;L_2000ft;L_4000ft;L_6300ft;L_10000ft;L_16000ft;L_25000ft
BR715;EPNL;D;13000;104;99.8;96.6;92.9;86.6;80;74.7;68.8;62.9;57.3
BR715;EPNL;D;15000;106.3;102.1;98.9;95.2;88.9;82.4;77.3;71.5;65.7;60.1
BR715;EPNL;D;17000;108.4;104.2;101;97.4;91.1;84.6;79.6;73.9;68.1;62.7
BR715;EPNL;D;19000;110.9;106.7;103.5;99.9;93.7;87.2;82.5;76.9;71.2;65.9
BR715;EPNL;D;19750;111.9;107.7;104.5;101;94.7;88.3;83.6;78.1;72.4;67.2
BR715;LAmax;A;4250;89.2;81.6;76.8;71.6;63.4;54.6;48.3;41.6;34.7;28.2
BR715;LAmax;A;5000;89.6;82.4;77.5;72.4;64.2;55.4;49.1;42.3;35.5;28.9
BR715;LAmax;A;5750;89.9;83;78.2;73;64.9;56.1;49.7;43;36.1;29.6
BR715;LAmax;A;9875;93.8;87;82.4;77.6;69.8;61.4;55.3;48.6;41.8;35.3
BR715;LAmax;D;11000;95.7;88.9;84.3;79.5;71.7;63.1;57;50.2;43.4;36.9
BR715;LAmax;D;13000;98.6;91.9;87.3;82.5;74.6;66;59.8;52.9;46;39.4
BR715;LAmax;D;15000;101.2;94.5;90;85.1;77.2;68.5;62.2;55.3;48.3;41.6
BR715;LAmax;D;17000;103.5;97;92.4;87.5;79.6;70.7;64.4;57.4;50.4;43.7
BR715;LAmax;D;19000;106.4;99.9;95.3;90.4;82.4;73.4;67;60;52.9;46.2
BR715;LAmax;D;19750;107.5;101;96.5;91.6;83.5;74.5;68.1;61.1;53.9;47.2
BR715;PNLTM;A;4250;102.8;95.1;89.8;83.9;74.4;64.2;56.8;48.8;40.7;33
BR715;PNLTM;A;5000;103.3;95.9;90.6;84.7;75.2;65.1;57.8;49.8;41.7;34
BR715;PNLTM;A;5750;103.7;96.5;91.3;85.4;75.9;65.8;58.5;50.6;42.5;34.8
BR715;PNLTM;A;9875;107.7;100.3;95.1;89.6;80.9;71.5;64.6;56.9;49.2;41.8
BR715;PNLTM;D;11000;109.4;102.1;97;91.4;82.7;73.3;66.4;58.8;51.1;43.8
BR715;PNLTM;D;13000;112.1;105;100;94.5;85.6;76.2;69.3;61.8;54.1;46.9
BR715;PNLTM;D;15000;114.5;107.5;102.6;97.1;88.2;78.7;71.9;64.4;56.9;49.7
BR715;PNLTM;D;17000;116.7;109.8;104.9;99.5;90.5;81;74.2;66.8;59.3;52.2
BR715;PNLTM;D;19000;119.3;112.6;107.8;102.5;93.3;83.8;77.1;69.7;62.3;55.3
BR715;PNLTM;D;19750;120.4;113.7;108.9;103.6;94.5;84.9;78.2;70.9;63.5;56.5
BR715;SEL;A;4250;91.9;87.1;84.1;80.7;75.2;69;64.4;59.4;54.2;49.4
BR715;SEL;A;5000;92.2;88;84.9;81.5;76.1;69.9;65.3;60.3;55.2;50.3
BR715;SEL;A;5750;92.5;88.6;85.6;82.2;76.8;70.6;66;61;55.9;51.1
BR715;SEL;A;9875;95.7;91.5;88.7;85.6;80.5;74.8;70.5;65.6;60.7;56
BR715;SEL;D;11000;97.3;93.1;90.3;87.2;82.1;76.4;72.1;67.2;62.3;57.6
BR715;SEL;D;13000;99.8;95.7;92.9;89.8;84.7;78.9;74.7;69.8;64.9;60.2
BR715;SEL;D;15000;102.1;98;95.2;92.1;87;81.2;77;72.1;67.2;62.5
BR715;SEL;D;17000;104.1;100.1;97.3;94.2;89.1;83.3;79;74.2;69.2;64.6
BR715;SEL;D;19000;106.6;102.7;99.8;96.7;91.6;85.8;81.5;76.7;71.8;67.2
BR715;SEL;D;19750;107.6;103.7;100.8;97.7;92.6;86.8;82.5;77.7;72.8;68.2
CF34;EPNL;A;2000;94.1;89.4;85.9;82;74.9;66.9;60.9;53.5;44.5;30.6
CF34;EPNL;A;3000;98.1;93.2;89.4;85.3;79;69.4;63.5;56.3;47.4;34.2
CF34;EPNL;D;4000;100.8;95.7;92;87.8;80.7;73.4;67.8;61.4;53.3;42
CF34;EPNL;D;5000;102.1;97.2;93.4;89.1;82.4;75.2;69.7;63.3;56.2;46.1
CF34;EPNL;D;6000;104;99.1;95.3;91;84.3;77.1;71.6;65.2;58.1;48
CF34;LAmax;A;2000;87.3;80.7;76;71.1;63;54.1;47.6;40.6;33;24.6
CF34;LAmax;A;3000;90.6;83.8;79;73.9;65.6;56.5;49.8;42.7;34.9;26.5
CF34;LAmax;D;4000;93.1;86.3;81.5;76.5;68.4;59.6;53.1;46;38.2;29.6
CF34;LAmax;D;5000;95;88.2;83.5;78.6;70.6;61.9;55.6;48.7;40.9;32.3
CF34;LAmax;D;6000;97.2;90.9;86.1;81.2;73.2;64.5;58.2;51.5;43.5;34.9
CF34;PNLTM;A;2000;101.7;94.2;88.9;83.1;73.2;62.4;54.6;45.3;34.4;18.7
CF34;PNLTM;A;3000;105.7;98;92.4;86.4;77.3;64.9;57.2;48.1;37.3;22.3
CF34;PNLTM;D;4000;108.4;100.5;95;88.9;79;68.9;61.5;53.2;43.2;30.1
CF34;PNLTM;D;5000;109.7;102;96.4;90.2;80.7;70.7;63.4;55.1;46.1;34.2
CF34;PNLTM;D;6000;111.6;103.9;98.3;92.1;82.6;72.6;65.3;57;48;36.1
CF34;SEL;A;2000;90.9;86.7;83.3;79.9;74.1;67.4;62.4;56.9;50.7;43.9
CF34;SEL;A;3000;94.3;89.8;86.5;82.9;76.9;70;64.8;59.2;52.9;46
CF34;SEL;D;4000;96.3;91.8;88.5;85;79.1;72.5;67.5;61.9;55.6;48.6
CF34;SEL;D;5000;97.7;93.2;90;86.5;80.8;74.3;69.5;64.1;57.9;50.7
CF34;SEL;D;6000;99.7;95.2;92;88.5;82.8;76.3;71.5;66.1;59.9;52.7
CF3410E;EPNL;A;3000;95.3;91.1;88.1;84.7;79.2;72.3;67.1;60.9;52.8;42.4
CF3410E;EPNL;A;5000;97.3;93;89.9;86.4;80.7;73.9;68.7;62.6;55;45.4
CF3410E;EPNL;D;8000;100;95.9;92.8;89.2;83.3;76.5;71.4;65.4;58.1;49
CF3410E;EPNL;D;10000;102.7;98.6;95.5;91.9;86;79.6;74.3;68.3;61.1;52.3
CF3410E;EPNL;D;15000;107.9;103.8;100.8;97.3;91.4;85.2;80;74.3;67.6;59.6
CF3410E;LAmax;A;3000;90.1;83.6;79.1;74.4;66.9;58.6;52.6;45.7;37.9;29.5
CF3410E;LAmax;A;5000;91.9;85.3;80.7;75.9;68.3;59.9;53.9;47.2;39.6;31.4
CF3410E;LAmax;D;8000;94.9;88.5;84;79.3;71.9;63.7;57.7;51;43.3;34.8
CF3410E;LAmax;D;10000;97.6;91.1;86.6;81.9;74.3;66;60.2;53.4;45.6;37.1
CF3410E;LAmax;D;15000;103.3;96.8;92.3;87.5;79.8;71.3;65.1;58.3;50.4;42
CF3410E;PNLTM;A;3000;102.7;96;91.2;86.2;78.1;68.6;61.7;53.9;44.2;32
CF3410E;PNLTM;A;5000;104.8;97.9;93.2;88.1;79.8;70.1;63.2;55.4;46.4;35.7
CF3410E;PNLTM;D;8000;108.6;101.9;96.7;91.6;83.4;74;67.3;59.6;50.7;40.1
CF3410E;PNLTM;D;10000;111.3;104;99.2;93.9;85.6;76.4;69.4;61.5;52.7;42.6
CF3410E;PNLTM;D;15000;116.3;109.4;104.6;99.3;90.8;81.9;74.9;67.3;58.8;49.6
CF3410E;SEL;A;3000;92.5;88.8;86.1;83.2;78.4;72.7;68.3;63.3;57.2;50.5
CF3410E;SEL;A;5000;93.9;90.1;87.4;84.4;79.5;73.9;69.6;64.7;58.9;52.4
CF3410E;SEL;D;8000;95.9;92.2;89.6;86.7;81.8;76.3;72.1;67.1;61.2;54.5
CF3410E;SEL;D;10000;98.6;94.9;92.1;89.2;84.4;78.8;74.6;69.9;63.9;57.2
CF3410E;SEL;D;15000;103.8;100.2;97.5;94.6;89.8;84.1;79.9;74.9;69.1;62.6
CF348C5;EPNL;A;2500;96.3;91.6;88.3;84.8;79.1;72.2;67.1;61.3;54.8;48.1
CF348C5;EPNL;A;7250;99.4;94.4;90.7;86.8;80.8;74.1;69.2;63.7;57.2;50.5
CF348C5;EPNL;D;7250;100.9;96.1;92.6;88.8;82.9;76.1;71;65;58.2;50.4
CF348C5;EPNL;D;16250;108.4;104;100.8;97.3;91.7;85.1;80.1;74.7;68.6;62.2
CF348C5;LAmax;A;2500;89.7;83.1;78.6;73.8;66.2;57.6;51.3;44.1;36;27.3
CF348C5;LAmax;A;7250;91.3;84.7;80.2;75.4;67.6;58.9;52.6;45.5;37.6;29.2
CF348C5;LAmax;D;7250;94.5;87.9;83.5;78.7;71;62.3;56;48.8;40.5;31.7
CF348C5;LAmax;D;16250;103.6;97.1;92.6;87.9;80.2;71.6;65.3;58.3;50.3;42
CF348C5;PNLTM;A;2500;102.4;95.5;90.6;85.4;77;67.7;61.1;53.8;45.8;37.6
CF348C5;PNLTM;A;7250;105.1;97.8;92.6;86.9;78.3;69.2;62.8;55.8;47.8;39.9
CF348C5;PNLTM;D;7250;109.6;101.6;96.3;90.8;82.4;73.2;66.7;59.2;50.8;41.6
CF348C5;PNLTM;D;16250;116.5;109.4;104.4;99.2;91.1;82.1;75.6;68.7;61.1;53.2
CF348C5;SEL;A;2500;93.1;89.2;86.4;83.3;78.2;72;67.1;61.5;54.9;47.7
CF348C5;SEL;A;7250;95.2;91;88.1;85;79.8;73.6;68.8;63.2;56.8;49.9
CF348C5;SEL;D;7250;96.4;92.3;89.5;86.5;81.5;75.3;70.4;64.7;58;50.6
CF348C5;SEL;D;16250;104.7;100.9;98.2;95.3;90.4;84.4;79.6;74;67.6;60.7
CF348E;EPNL;A;3000;97.8;93.3;89.7;85.7;78.8;71;65.4;58.7;50.2;38.5
CF348E;EPNL;A;4000;99.4;94.8;91.2;87.1;80.3;72.8;67.3;60.7;52.3;41.7
CF348E;EPNL;D;7000;101.1;96.1;92.7;88.9;82.8;76.1;70.8;64.5;57.1;47.9
CF348E;EPNL;D;9000;103.5;99.2;96;92.6;87.1;80.5;75.5;69.7;63;54.4
CF348E;EPNL;D;11000;106.9;102.8;99.8;96.6;91.1;84.8;80;74.4;67.8;59.9
CF348E;LAmax;A;3000;91.1;84.4;79.8;74.8;66.8;57.8;51.3;44;35.9;27.5
CF348E;LAmax;A;4000;92;85.3;80.7;75.8;67.8;59;52.5;45.5;37.6;29.6
CF348E;LAmax;D;7000;95.5;88.9;84.3;79.4;71.5;62.8;56.5;49.5;41.6;33.5
CF348E;LAmax;D;9000;99.3;92.7;88.2;83.4;75.5;66.8;60.6;53.7;46;38
CF348E;LAmax;D;11000;103.3;96.6;92;87.1;79.2;70.3;64;57.2;49.6;41.8
CF348E;PNLTM;A;3000;104.9;97.3;91.9;86.3;76.9;66.8;59.6;51.5;41.4;29.5
CF348E;PNLTM;A;4000;106.1;98.9;93.5;87.7;78.3;68.4;61.4;53.3;43.3;32.3
CF348E;PNLTM;D;7000;108.8;101.8;96.9;91.3;82.6;72.8;66.2;57.9;49.1;38.9
CF348E;PNLTM;D;9000;112.2;105.2;100.2;94.8;86.4;77.1;70.4;62.8;54.3;44.7
CF348E;PNLTM;D;11000;116.7;109.7;104.7;99.1;90.2;81.2;74.7;67.4;59;50.1
CF348E;SEL;A;3000;93.5;89.6;86.7;83.5;78.2;72;67.2;61.6;55.3;48.6
CF348E;SEL;A;4000;94.7;90.7;87.9;84.7;79.4;73.3;68.7;63.3;57.2;50.7
CF348E;SEL;D;7000;97.3;93.2;90.5;87.4;82.3;76.2;71.7;66.4;60.4;54
CF348E;SEL;D;9000;100.3;96.5;93.9;91;86;80.3;75.9;70.9;65;58.6
CF348E;SEL;D;11000;103.4;99.7;97.1;94.2;89.4;83.8;79.5;74.6;68.9;62.5
CF565C;EPNL;A;3000;103.1;96.5;92.9;89.2;83.5;76.4;71.3;65.4;58;48.7
CF565C;EPNL;A;5000;103.6;97.3;93.7;89.6;84;76.8;71.4;65.5;58;48.7
CF565C;EPNL;D;12500;104.7;99;94.7;89.9;82;73.3;67.8;60.2;51.1;39.9
CF565C;EPNL;D;20000;111;105;101;96.5;89.2;82.3;77.5;71;63.4;53.5
CF565C;EPNL;D;27500;113.4;108.5;105.2;101.3;94.9;88.3;83.4;77.4;70.3;62.4
CF565C;LAmax;A;3000;93.3;86.6;82.1;77.3;69.7;61.5;55.6;48.9;41.5;33.6
CF565C;LAmax;A;5000;94.2;87.3;82.5;77.6;69.9;61.6;55.6;49;41.5;33.6
CF565C;LAmax;D;12500;98.9;89.4;82.8;76.4;67.3;57.8;51.3;44.2;36.3;27.7
CF565C;LAmax;D;20000;103.4;95.3;89.8;83.9;75.3;66.2;59.9;53;45;36.3
CF565C;LAmax;D;27500;106.9;99.4;94.4;89.3;81;71.9;65.4;58.3;50.2;41.5
CF565C;PNLTM;A;3000;108.2;100.9;95.9;90.8;83;72.5;65.6;58.2;49.7;39.1
CF565C;PNLTM;A;5000;110.1;102.6;97.3;91.4;83.4;73.3;65.6;58.3;49.7;39.1
CF565C;PNLTM;D;12500;115.3;106.1;99.1;92.4;81.5;69.4;62.6;53.2;42.8;31.7
CF565C;PNLTM;D;20000;119.7;111.7;105.9;99.2;87.1;77.7;71.4;63.2;54.2;42.8
CF565C;PNLTM;D;27500;122.8;115.2;109.9;104;94.1;83.6;77.9;69.2;60.9;51.9
CF565C;SEL;A;3000;98.7;92.8;89.9;86.8;81.7;76;71.7;66.6;60.8;54.3
CF565C;SEL;A;5000;99;93.3;90.1;86.9;81.9;76.1;71.8;66.7;60.9;54.3
CF565C;SEL;D;12500;98.8;92.6;88.7;84.8;78.6;71.9;67.1;61.6;55.4;48.5
CF565C;SEL;D;20000;105.3;99.9;96.4;92.9;87.3;81;76.4;70.9;64.7;57.8
CF565C;SEL;D;27500;108;103.5;100.5;97.4;92.1;86.2;81.7;76.2;70.7;64.6
CF567B;EPNL;A;3000;98.8;94.2;90.7;86.9;80.7;73.1;67.5;61.2;52;40.6
CF567B;EPNL;A;4000;99.6;95;91.4;87.6;81.6;74.2;68.7;62.6;53.2;42.4
CF567B;EPNL;A;5000;100.2;95.6;92.1;88.3;82.3;75.2;69.7;63.8;54.7;44.6
CF567B;EPNL;A;6000;100.8;96.2;92.6;89;83.1;76.1;70.6;64.9;56.5;47.1
CF567B;EPNL;A;7000;101.3;96.7;93.1;89.5;83.7;76.9;71.4;65.8;58.5;49.6
CF567B;EPNL;D;10000;100.3;96;92.6;89.1;83.5;76.8;72;66;60.2;55.7
CF567B;EPNL;D;13000;103.1;98.9;95.6;92.3;86.8;80.5;75.8;69.9;63.6;58.8
CF567B;EPNL;D;16000;105.4;101.3;98.2;95;89.7;83.6;79;73.3;67;61.6
CF567B;EPNL;D;19000;107.5;103.6;100.5;97.4;92.3;86.5;82;76.3;70.5;64.6
CF567B;EPNL;D;23500;111.8;108;105.2;102.3;97.5;92.2;87.9;82.2;76.5;70.3
CF567B;LAmax;A;3000;93;85.9;81.1;76.1;68;59.2;52.5;45.6;37.5;29.3
CF567B;LAmax;A;4000;93.6;86.5;81.7;76.6;68.7;59.9;53.4;46.6;37.8;29.7
CF567B;LAmax;A;5000;94.1;87;82.2;77.2;69.2;60.5;54.1;47.4;39;31.1
CF567B;LAmax;A;6000;94.6;87.5;82.7;77.6;69.7;61.1;54.7;48.1;40.4;32.9
CF567B;LAmax;A;7000;95;87.9;83;78;70.1;61.5;55.2;48.7;41.8;34.5
CF567B;LAmax;D;10000;95.2;87.9;83.6;78.8;71.3;63;57.3;50.4;44.2;36.9
CF567B;LAmax;D;13000;98.1;91;86.7;82;74.5;66.3;60.7;53.9;46.9;39.6
CF567B;LAmax;D;16000;100.5;93.7;89.3;84.6;77.3;69.2;63.5;56.8;49.4;42.1
CF567B;LAmax;D;19000;102.7;96;91.7;87.1;79.7;71.7;66.1;59.5;52.2;44.9
CF567B;LAmax;D;23500;107.2;100.9;96.5;91.9;84.7;76.8;71.4;64.6;57.7;50.4
CF567B;PNLTM;A;3000;105.8;98.5;93.2;87.5;78.4;68.7;61.4;53.6;43.9;31.9
CF567B;PNLTM;A;4000;106.6;99.3;94;88.3;79.3;69.6;62.4;54.7;44.6;33.7
CF567B;PNLTM;A;5000;107.4;99.9;94.7;89;80;70.4;63.3;55.7;46.1;35.6
CF567B;PNLTM;A;6000;108;100.6;95.3;89.6;80.7;71.2;64.1;56.6;48;37.7
CF567B;PNLTM;A;7000;108.6;101.1;95.9;90.2;81.3;71.8;64.7;57.4;50;40
CF567B;PNLTM;D;10000;108.1;101.1;96.4;91.1;82.8;73.6;67.1;59.5;53;43.9
CF567B;PNLTM;D;13000;111;104.1;99.4;94.3;86.2;77.1;70.8;63.4;56.9;48
CF567B;PNLTM;D;16000;113.5;106.6;102;97;89;80.1;74;66.7;60.2;51.2
CF567B;PNLTM;D;19000;115.7;108.9;104.3;99.4;91.6;82.9;76.9;69.7;63.2;54.2
CF567B;PNLTM;D;23500;120.2;113.5;109;104.3;96.9;88.5;82.8;75.4;68.9;60.2
CF567B;SEL;A;3000;95.5;91.3;88.2;84.9;79.5;73.3;68.3;63.2;55.9;49.6
CF567B;SEL;A;4000;96.2;91.9;88.8;85.6;80.2;74.1;69.4;64.3;56.8;50.7
CF567B;SEL;A;5000;96.7;92.5;89.4;86.1;80.8;74.8;70.1;65.2;58;52.4
CF567B;SEL;A;6000;97.2;93;89.9;86.7;81.4;75.5;70.9;66;59.4;54.3
CF567B;SEL;A;7000;97.7;93.4;90.4;87.1;81.9;76;71.5;66.7;60.8;55.6
CF567B;SEL;D;10000;96.3;92.1;89.4;86.3;81.4;75.9;72;67;61.3;51.9
CF567B;SEL;D;13000;99.2;95.2;92.4;89.4;84.7;79.3;75.4;70.5;64.5;56.1
CF567B;SEL;D;16000;101.7;97.6;95;92.1;87.4;82.1;78.3;73.5;67.3;60
CF567B;SEL;D;19000;103.9;99.9;97.3;94.5;89.9;84.7;81;76.2;70.3;63.7
CF567B;SEL;D;23500;108.4;104.5;102;99.3;95;89.9;86.4;81.5;75.5;69.5
CF66D;EPNL;A;8000;105.5;100.1;95.8;91;82.1;73.7;67.7;61;52.2;43.3
CF66D;EPNL;A;14000;110;105;100.9;96.5;88.5;80.6;75;68.7;60.9;52.6
CF66D;EPNL;D;20000;112.1;107.2;103.3;99;91.5;83.8;78.4;72.3;64.8;56.8
CF66D;EPNL;D;28000;114.1;109.4;105.6;101.5;94.4;87;81.7;75.8;68.8;61.1
CF66D;EPNL;D;36000;116.2;111.6;107.9;104;97.3;90.1;85;79.3;72.7;65.3
CF66D;LAmax;A;8000;99.2;92;86.6;81;72.1;63;56.5;49.1;40.8;32.5
CF66D;LAmax;A;14000;102.1;95;89.9;84.5;76;67;60.6;53.3;45.1;37.1
CF66D;LAmax;D;20000;104.5;97.6;92.7;87.5;79.3;70.4;64.1;56.9;48.9;41
CF66D;LAmax;D;28000;106.2;99.4;94.6;89.5;81.5;72.6;66.4;59.3;51.3;43.6
CF66D;LAmax;D;36000;107.8;101.1;96.5;91.5;83.7;74.9;68.7;61.7;53.8;46.2
CF66D;PNLTM;A;8000;113.1;104.9;98.8;92.1;80.4;69.2;61.4;52.8;42.1;31.4
CF66D;PNLTM;A;14000;117.6;109.8;103.9;97.6;86.8;76.1;68.7;60.5;50.8;40.7
CF66D;PNLTM;D;20000;119.7;112;106.3;100.1;89.8;79.3;72.1;64.1;54.7;44.9
CF66D;PNLTM;D;28000;121.7;114.2;108.6;102.6;92.7;82.5;75.4;67.6;58.7;49.2
CF66D;PNLTM;D;36000;123.8;116.4;110.9;105.1;95.6;85.6;78.7;71.1;62.6;53.4
CF66D;SEL;A;8000;100.7;95.5;91.7;87.5;81.1;74;68.8;63;56.3;49.7
CF66D;SEL;A;14000;104.4;99.5;95.9;92;85.9;79;73.9;68.3;61.7;55.2
CF66D;SEL;D;20000;106.8;102.2;98.7;95;89;82.3;77.3;71.8;65.4;58.9
CF66D;SEL;D;28000;109.3;104.8;101.4;98;92.2;85.6;80.7;75.3;69;62.6
CF66D;SEL;D;36000;110.9;106.6;103.3;100;94.3;87.8;83;77.6;71.4;65.1
CF680C;EPNL;A;5500;99.3;94.5;91;87.4;81.6;74.9;69.6;63.6;56.4;48.1
CF680C;EPNL;A;7000;100.6;95.7;92;88.3;82.4;75.5;70;63.9;56.8;49
CF680C;EPNL;A;12000;102.6;97.6;94;89.9;83.4;76.4;71;64.7;56.7;46.8
CF680C;EPNL;A;15000;106.7;101.8;98.2;93.7;86.3;78.4;72.6;66.1;57.9;47.6
CF680C;EPNL;D;17000;110.8;105.8;101.9;97.2;88.2;78.4;72.9;65.9;56.7;44.1
CF680C;EPNL;D;21000;109.4;104.6;100.9;96.5;88.3;79.5;74.2;67.6;58.7;46.5
CF680C;EPNL;D;25000;108.6;104;100.4;96.2;88.7;80.6;75.5;69.2;60.7;49
CF680C;EPNL;D;33000;108.2;103.9;100.6;96.7;90.2;83.1;78.3;72.5;64.6;53.8
CF680C;EPNL;D;41000;108.8;104.7;101.6;98.1;92.2;85.9;81.3;75.8;68.6;59
CF680C;EPNL;D;54000;112.5;108.7;106;103.1;98.4;92.9;88.8;84.1;78.3;71.1
CF680C;LAmax;A;5500;94.4;87.4;82.8;78;70.4;61.9;55.7;48.8;40.9;31.7
CF680C;LAmax;A;7000;95.3;88.1;83.5;78.5;70.7;62.1;55.8;49;40.9;31.4
CF680C;LAmax;A;12000;95.9;88.8;84.1;79.1;71.3;62.7;56.4;49.6;41.7;32.5
CF680C;LAmax;A;15000;98.9;91.2;86.2;80.7;72.3;63.4;57;50.1;42;32.1
CF680C;LAmax;D;17000;101.6;93.6;87.8;81.4;71.6;62.2;55.8;48.8;40.6;30.5
CF680C;LAmax;D;21000;100.8;93.1;87.6;81.7;72.6;63.6;57.4;50.7;42.7;33
CF680C;LAmax;D;25000;100.6;93.1;87.8;82.3;73.8;65;59;52.4;44.7;35.2
CF680C;LAmax;D;33000;101.3;94.2;89.3;84.2;76.3;67.9;62.1;55.7;48.2;39.2
CF680C;LAmax;D;41000;103.1;96.3;91.5;86.7;79.1;70.9;65.1;58.9;51.5;42.6
CF680C;LAmax;D;54000;109.7;103.2;98.8;94;86.4;78.2;72.5;66.2;59;50.4
CF680C;PNLTM;A;5500;106.1;98.9;94;88.7;80.5;71.8;65.3;58.2;49.3;38.5
CF680C;PNLTM;A;7000;106.7;99.4;94.7;89.4;81.2;72.2;65.5;58.4;50;40.3
CF680C;PNLTM;A;12000;108.8;101.2;96;90.5;81.9;72.8;66.2;59;50.1;39.1
CF680C;PNLTM;A;15000;111.5;103.8;98.6;93.1;84.1;74.1;67.1;59.8;51.8;42.8
CF680C;PNLTM;D;17000;113.3;105.9;100.6;94.6;84.3;73;66.1;58.3;48.6;36
CF680C;PNLTM;D;21000;113.2;105.9;100.6;94.7;85.1;74.7;68;60.5;51.3;39.6
CF680C;PNLTM;D;25000;113.4;106.1;101;95.2;86;76.3;69.7;62.5;53.7;42.8
CF680C;PNLTM;D;33000;114.6;107.4;102.4;96.8;88.3;79.4;73.1;66.2;58;48.1
CF680C;PNLTM;D;41000;116.3;109.3;104.4;99.1;91;82.6;76.5;69.8;61.9;52.2
CF680C;PNLTM;D;54000;122;115.1;110.6;105.8;98.2;90.1;84.6;78.2;70.2;59.8
CF680C;SEL;A;5500;95.9;93.2;90.4;87.2;82.1;76.2;71.6;66.4;60.4;53.5
CF680C;SEL;A;7000;96.6;93.7;90.7;87.5;82.2;76.2;71.5;66.4;60.4;53.4
CF680C;SEL;A;12000;98;94.9;91.8;88.5;83;76.9;72.2;67.1;61;53.9
CF680C;SEL;A;15000;99.2;97.1;93.8;90.1;84.2;77.6;72.9;67.7;61.6;54.5
CF680C;SEL;D;17000;104.5;99.3;95.3;90.7;83.1;75.4;70.6;65.4;59.2;51.4
CF680C;SEL;D;21000;103.1;98.4;94.7;90.5;83.7;76.8;72.3;67.3;61.4;53.9
CF680C;SEL;D;25000;102.5;98;94.6;90.8;84.6;78.2;73.8;69.1;63.4;56.2
CF680C;SEL;D;33000;102.6;98.5;95.5;92.1;86.7;80.9;76.9;72.3;66.9;60.1
CF680C;SEL;D;41000;104;100.1;97.3;94.2;89.2;83.8;79.9;75.4;70.1;63.5
CF680C;SEL;D;54000;109.8;106.1;103.6;100.8;96.1;90.8;86.9;82.6;77.5;71.2
CF680E;EPNL;A;6000;103.9;97.3;93.3;89.2;83.3;76.4;71.3;65.1;57.5;48.4
CF680E;EPNL;A;12000;105.2;99.1;94.9;90.7;84.5;77.3;72.2;65.9;58.2;49.1
CF680E;EPNL;D;34000;112.6;106.9;102.8;98.5;91.3;83.5;78.6;72.5;64.2;54.1
CF680E;EPNL;D;42000;112.3;107.7;103.9;99.9;93.3;86.1;81.5;75.5;67.9;57.7
CF680E;EPNL;D;52000;112.6;107.7;104.3;100.8;95.1;88.9;85;78.4;71.4;62.8
CF680E;EPNL;D;62000;116.7;111.9;108.6;105.4;100.2;94.3;89.8;84.3;77.5;69.2
CF680E;LAmax;A;6000;93.8;86.6;82;77.2;69.6;61.4;55.4;48.7;41.1;33
CF680E;LAmax;A;12000;96.7;89.2;84.3;79.1;71;62.4;56.2;49.2;41.6;33.5
CF680E;LAmax;D;34000;105.5;97.4;92;86.3;77.7;68.4;61.8;54.3;46.2;37.4
CF680E;LAmax;D;42000;106;98.2;93.2;88;79.8;70.7;64.2;56.9;48.8;40.1
CF680E;LAmax;D;52000;107.5;100.1;95.2;90.2;82.3;73.8;67.6;60.6;52.7;44
CF680E;LAmax;D;62000;111.7;104.4;99.6;94.5;86.6;78.4;72.4;65.6;57.6;48.8
CF680E;PNLTM;A;6000;109.5;101;95.4;90.1;81.5;72.2;65.5;57.9;49.3;39.5
CF680E;PNLTM;A;12000;112.7;104.5;99.3;93.5;83.9;73.1;66.1;58.3;49.6;39.9
CF680E;PNLTM;D;34000;121.5;113.4;107.5;100.9;89.6;79.6;73.1;65.6;55.8;43.7
CF680E;PNLTM;D;42000;121.6;113.9;108.4;102.4;92.2;82.4;75.9;68.9;59.1;47.2
CF680E;PNLTM;D;52000;121.2;113.2;107.7;101.8;94.1;85.1;79.7;72.4;63.5;51.7
CF680E;PNLTM;D;62000;126.4;118.8;113.5;107.6;99.9;90.8;85;78.2;69.5;58.3
CF680E;SEL;A;6000;99.1;93.5;90.3;87.1;81.9;76.1;71.7;66.6;60.3;53.7
CF680E;SEL;A;12000;100;94.8;91.5;88.2;82.8;76.9;72.3;67.1;60.8;54.2
CF680E;SEL;D;34000;106.7;101.4;98.1;94.5;88.6;82.2;77.6;72.2;65.9;58.9
CF680E;SEL;D;42000;107.2;102.4;99.4;96;90.6;84.4;79.9;74.6;68.4;61.5
CF680E;SEL;D;52000;108.4;104.1;101.2;98.2;93.2;87.4;83;77.6;71.6;64.8
CF680E;SEL;D;62000;112.7;108.3;105.4;102.5;97.6;91.9;87.7;82.5;76.5;70.4
CF700;EPNL;A;850;106.9;101.5;97.2;92;81.9;72.4;66.5;60;52.6;41.8
CF700;EPNL;A;1500;109;103.7;99.8;95.5;87;77.4;70.8;63.6;55.2;46.1
CF700;EPNL;D;2500;109.5;104.2;100.3;96;88.8;81.4;76;69.9;62.9;53.7
CF700;EPNL;D;3750;115.3;109.9;105.8;101;92.9;85;79.2;72.6;64.8;54.1
CF700;LAmax;A;850;98.2;90.6;84.9;78.7;68.7;59.1;52.4;45.3;37.6;29.2
CF700;LAmax;A;1500;100.5;93.5;88.6;83.5;74.6;64.9;57.6;49.7;41.7;33
CF700;LAmax;D;2500;101;94;89.1;84;75.9;66.9;60.2;52.8;44.8;36.1
