,timestamp,fa_flight_id,altitude,groundspeed,heading,latitude,longitude
0,2022-12-26 10:27:54,NOK532-1671876960-schedule-0482,4.0,175.0,208.0,13.89986,100.60181
1,2022-12-26 10:27:55,NOK532-1671876960-schedule-0482,4.375,175.4375,207.9375,13.899146250000001,100.60142125
2,2022-12-26 10:27:56,NOK532-1671876960-schedule-0482,4.75,175.875,207.875,13.8984325,100.6010325
3,2022-12-26 10:27:57,NOK532-1671876960-schedule-0482,5.125,176.3125,207.8125,13.89771875,100.60064375
4,2022-12-26 10:27:58,NOK532-1671876960-schedule-0482,5.5,176.75,207.75,13.897005,100.600255
5,2022-12-26 10:27:59,NOK532-1671876960-schedule-0482,5.875,177.1875,207.6875,13.89629125,100.59986625
6,2022-12-26 10:28:00,NOK532-1671876960-schedule-0482,6.25,177.625,207.625,13.8955775,100.5994775
7,2022-12-26 10:28:01,NOK532-1671876960-schedule-0482,6.625,178.0625,207.5625,13.894863749999999,100.59908875
8,2022-12-26 10:28:02,NOK532-1671876960-schedule-0482,7.0,178.5,207.5,13.89415,100.59870000000001
9,2022-12-26 10:28:03,NOK532-1671876960-schedule-0482,7.375,178.9375,207.4375,13.89343625,100.59831125
10,2022-12-26 10:28:04,NOK532-1671876960-schedule-0482,7.75,179.375,207.375,13.8927225,100.5979225
11,2022-12-26 10:28:05,NOK532-1671876960-schedule-0482,8.125,179.8125,207.3125,13.892008749999999,100.59753375
12,2022-12-26 10:28:06,NOK532-1671876960-schedule-0482,8.5,180.25,207.25,13.891295,100.597145
13,2022-12-26 10:28:07,NOK532-1671876960-schedule-0482,8.875,180.6875,207.1875,13.89058125,100.59675625
14,2022-12-26 10:28:08,NOK532-1671876960-schedule-0482,9.25,181.125,207.125,13.8898675,100.5963675
15,2022-12-26 10:28:09,NOK532-1671876960-schedule-0482,9.625,181.5625,207.0625,13.889153749999998,100.59597875
16,2022-12-26 10:28:10,NOK532-1671876960-schedule-0482,10.0,182.0,207.0,13.88844,100.59559
17,2022-12-26 10:28:11,NOK532-1671876960-schedule-0482,10.4375,182.0625,207.0625,13.887683124999999,100.595179375
18,2022-12-26 10:28:12,NOK532-1671876960-schedule-0482,10.875,182.125,207.125,13.886926249999998,100.59476875
19,2022-12-26 10:28:13,NOK532-1671876960-schedule-0482,11.3125,182.1875,207.1875,13.886169375,100.594358125
20,2022-12-26 10:28:14,NOK532-1671876960-schedule-0482,11.75,182.25,207.25,13.8854125,100.5939475
21,2022-12-26 10:28:15,NOK532-1671876960-schedule-0482,12.1875,182.3125,207.3125,13.884655624999999,100.593536875
22,2022-12-26 10:28:16,NOK532-1671876960-schedule-0482,12.625,182.375,207.375,13.88389875,100.59312625
23,2022-12-26 10:28:17,NOK532-1671876960-schedule-0482,13.0625,182.4375,207.4375,13.883141875,100.592715625
24,2022-12-26 10:28:18,NOK532-1671876960-schedule-0482,13.5,182.5,207.5,13.882385,100.59230500000001
25,2022-12-26 10:28:19,NOK532-1671876960-schedule-0482,13.9375,182.5625,207.5625,13.881628124999999,100.59189437500001
26,2022-12-26 10:28:20,NOK532-1671876960-schedule-0482,14.375,182.625,207.625,13.88087125,100.59148375000001
27,2022-12-26 10:28:21,NOK532-1671876960-schedule-0482,14.8125,182.6875,207.6875,13.880114375,100.59107312500001
28,2022-12-26 10:28:22,NOK532-1671876960-schedule-0482,15.25,182.75,207.75,13.8793575,100.59066250000001
29,2022-12-26 10:28:23,NOK532-1671876960-schedule-0482,15.6875,182.8125,207.8125,13.878600624999999,100.590251875
30,2022-12-26 10:28:24,NOK532-1671876960-schedule-0482,16.125,182.875,207.875,13.87784375,100.58984125
31,2022-12-26 10:28:25,NOK532-1671876960-schedule-0482,16.5625,182.9375,207.9375,13.877086875,100.589430625
32,2022-12-26 10:28:26,NOK532-1671876960-schedule-0482,17.0,183.0,208.0,13.87633,100.58902
33,2022-12-26 10:28:27,NOK532-1671876960-schedule-0482,17.25,183.75,210.3125,13.875731875,100.58841625000001
34,2022-12-26 10:28:28,NOK532-1671876960-schedule-0482,17.5,184.5,212.625,13.87513375,100.5878125
35,2022-12-26 10:28:29,NOK532-1671876960-schedule-0482,17.75,185.25,214.9375,13.874535625,100.58720875
36,2022-12-26 10:28:30,NOK532-1671876960-schedule-0482,18.0,186.0,217.25,13.8739375,100.586605
37,2022-12-26 10:28:31,NOK532-1671876960-schedule-0482,18.25,186.75,219.5625,13.873339374999999,100.58600125
38,2022-12-26 10:28:32,NOK532-1671876960-schedule-0482,18.5,187.5,221.875,13.872741249999999,100.5853975
39,2022-12-26 10:28:33,NOK532-1671876960-schedule-0482,18.75,188.25,224.1875,13.872143125,100.58479375
40,2022-12-26 10:28:34,NOK532-1671876960-schedule-0482,19.0,189.0,226.5,13.871545,100.58419
41,2022-12-26 10:28:35,NOK532-1671876960-schedule-0482,19.25,189.75,228.8125,13.870946875,100.58358625
42,2022-12-26 10:28:36,NOK532-1671876960-schedule-0482,19.5,190.5,231.125,13.87034875,100.5829825
43,2022-12-26 10:28:37,NOK532-1671876960-schedule-0482,19.75,191.25,233.4375,13.869750625,100.58237875
44,2022-12-26 10:28:38,NOK532-1671876960-schedule-0482,20.0,192.0,235.75,13.869152499999998,100.581775
45,2022-12-26 10:28:39,NOK532-1671876960-schedule-0482,20.25,192.75,238.0625,13.868554374999999,100.58117125
46,2022-12-26 10:28:40,NOK532-1671876960-schedule-0482,20.5,193.5,240.375,13.867956249999999,100.5805675
47,2022-12-26 10:28:41,NOK532-1671876960-schedule-0482,20.75,194.25,242.6875,13.867358124999999,100.57996374999999
48,2022-12-26 10:28:42,NOK532-1671876960-schedule-0482,21.0,195.0,245.0,13.86676,100.57936
49,2022-12-26 10:28:43,NOK532-1671876960-schedule-0482,21.25,196.1875,247.6875,13.866768125,100.578380625
50,2022-12-26 10:28:44,NOK532-1671876960-schedule-0482,21.5,197.375,250.375,13.86677625,100.57740125
51,2022-12-26 10:28:45,NOK532-1671876960-schedule-0482,21.75,198.5625,253.0625,13.866784375,100.576421875
52,2022-12-26 10:28:46,NOK532-1671876960-schedule-0482,22.0,199.75,255.75,13.866792499999999,100.5754425
53,2022-12-26 10:28:47,NOK532-1671876960-schedule-0482,22.25,200.9375,258.4375,13.866800625,100.574463125
54,2022-12-26 10:28:48,NOK532-1671876960-schedule-0482,22.5,202.125,261.125,13.866808749999999,100.57348375
55,2022-12-26 10:28:49,NOK532-1671876960-schedule-0482,22.75,203.3125,263.8125,13.866816875,100.572504375
56,2022-12-26 10:28:50,NOK532-1671876960-schedule-0482,23.0,204.5,266.5,13.866824999999999,100.571525
57,2022-12-26 10:28:51,NOK532-1671876960-schedule-0482,23.25,205.6875,269.1875,13.866833125,100.570545625
58,2022-12-26 10:28:52,NOK532-1671876960-schedule-0482,23.5,206.875,271.875,13.86684125,100.56956625
59,2022-12-26 10:28:53,NOK532-1671876960-schedule-0482,23.75,208.0625,274.5625,13.866849375,100.568586875
60,2022-12-26 10:28:54,NOK532-1671876960-schedule-0482,24.0,209.25,277.25,13.8668575,100.5676075
61,2022-12-26 10:28:55,NOK532-1671876960-schedule-0482,24.25,210.4375,279.9375,13.866865624999999,100.566628125
62,2022-12-26 10:28:56,NOK532-1671876960-schedule-0482,24.5,211.625,282.625,13.86687375,100.56564875
63,2022-12-26 10:28:57,NOK532-1671876960-schedule-0482,24.75,212.8125,285.3125,13.866881874999999,100.564669375
64,2022-12-26 10:28:58,NOK532-1671876960-schedule-0482,25.0,214.0,288.0,13.86689,100.56369
65,2022-12-26 10:28:59,NOK532-1671876960-schedule-0482,25.125,215.375,288.8125,13.867376875,100.56276312499999
66,2022-12-26 10:29:00,NOK532-1671876960-schedule-0482,25.25,216.75,289.625,13.86786375,100.56183625
67,2022-12-26 10:29:01,NOK532-1671876960-schedule-0482,25.375,218.125,290.4375,13.868350625,100.560909375
68,2022-12-26 10:29:02,NOK532-1671876960-schedule-0482,25.5,219.5,291.25,13.8688375,100.55998249999999
69,2022-12-26 10:29:03,NOK532-1671876960-schedule-0482,25.625,220.875,292.0625,13.869324375,100.559055625
70,2022-12-26 10:29:04,NOK532-1671876960-schedule-0482,25.75,222.25,292.875,13.86981125,100.55812875
71,2022-12-26 10:29:05,NOK532-1671876960-schedule-0482,25.875,223.625,293.6875,13.870298125,100.557201875
72,2022-12-26 10:29:06,NOK532-1671876960-schedule-0482,26.0,225.0,294.5,13.870785,100.556275
73,2022-12-26 10:29:07,NOK532-1671876960-schedule-0482,26.125,226.375,295.3125,13.871271875,100.555348125
74,2022-12-26 10:29:08,NOK532-1671876960-schedule-0482,26.25,227.75,296.125,13.87175875,100.55442125
75,2022-12-26 10:29:09,NOK532-1671876960-schedule-0482,26.375,229.125,296.9375,13.872245625,100.553494375
76,2022-12-26 10:29:10,NOK532-1671876960-schedule-0482,26.5,230.5,297.75,13.8727325,100.5525675
77,2022-12-26 10:29:11,NOK532-1671876960-schedule-0482,26.625,231.875,298.5625,13.873219375,100.551640625
78,2022-12-26 10:29:12,NOK532-1671876960-schedule-0482,26.75,233.25,299.375,13.87370625,100.55071375
79,2022-12-26 10:29:13,NOK532-1671876960-schedule-0482,26.875,234.625,300.1875,13.874193125,100.54978687500001
80,2022-12-26 10:29:14,NOK532-1671876960-schedule-0482,27.0,236.0,301.0,13.87468,100.54886
81,2022-12-26 10:29:15,NOK532-1671876960-schedule-0482,27.333333333333332,237.1904761904762,300.6666666666667,13.875207619047618,100.54775761904763
82,2022-12-26 10:29:16,NOK532-1671876960-schedule-0482,27.666666666666668,238.38095238095238,300.3333333333333,13.875735238095238,100.54665523809524
83,2022-12-26 10:29:17,NOK532-1671876960-schedule-0482,28.0,239.57142857142858,300.0,13.876262857142857,100.54555285714287
84,2022-12-26 10:29:18,NOK532-1671876960-schedule-0482,28.333333333333332,240.76190476190476,299.6666666666667,13.876790476190475,100.54445047619048
85,2022-12-26 10:29:19,NOK532-1671876960-schedule-0482,28.666666666666668,241.95238095238096,299.3333333333333,13.877318095238095,100.5433480952381
86,2022-12-26 10:29:20,NOK532-1671876960-schedule-0482,29.0,243.14285714285714,299.0,13.877845714285714,100.54224571428571
87,2022-12-26 10:29:21,NOK532-1671876960-schedule-0482,29.333333333333332,244.33333333333334,298.6666666666667,13.878373333333332,100.54114333333334
