,timestamp,fa_flight_id,altitude,groundspeed,heading,latitude,longitude
0,2022-12-12 23:46:20,AIQ3188-1670716320-schedule-0603,6.0,176.0,210.0,13.89482,100.59443
1,2022-12-12 23:46:21,AIQ3188-1670716320-schedule-0603,6.4375,176.0,210.0,13.894067499999998,100.593985625
2,2022-12-12 23:46:22,AIQ3188-1670716320-schedule-0603,6.875,176.0,210.0,13.893315,100.59354125
3,2022-12-12 23:46:23,AIQ3188-1670716320-schedule-0603,7.3125,176.0,210.0,13.8925625,100.593096875
4,2022-12-12 23:46:24,AIQ3188-1670716320-schedule-0603,7.75,176.0,210.0,13.89181,100.5926525
5,2022-12-12 23:46:25,AIQ3188-1670716320-schedule-0603,8.1875,176.0,210.0,13.891057499999999,100.592208125
6,2022-12-12 23:46:26,AIQ3188-1670716320-schedule-0603,8.625,176.0,210.0,13.890305,100.59176375
7,2022-12-12 23:46:27,AIQ3188-1670716320-schedule-0603,9.0625,176.0,210.0,13.8895525,100.591319375
8,2022-12-12 23:46:28,AIQ3188-1670716320-schedule-0603,9.5,176.0,210.0,13.8888,100.59087500000001
9,2022-12-12 23:46:29,AIQ3188-1670716320-schedule-0603,9.9375,176.0,210.0,13.888047499999999,100.59043062500001
10,2022-12-12 23:46:30,AIQ3188-1670716320-schedule-0603,10.375,176.0,210.0,13.887295,100.58998625000001
11,2022-12-12 23:46:31,AIQ3188-1670716320-schedule-0603,10.8125,176.0,210.0,13.886542500000001,100.58954187500001
12,2022-12-12 23:46:32,AIQ3188-1670716320-schedule-0603,11.25,176.0,210.0,13.88579,100.58909750000001
13,2022-12-12 23:46:33,AIQ3188-1670716320-schedule-0603,11.6875,176.0,210.0,13.8850375,100.58865312500001
14,2022-12-12 23:46:34,AIQ3188-1670716320-schedule-0603,12.125,176.0,210.0,13.884285,100.58820875
15,2022-12-12 23:46:35,AIQ3188-1670716320-schedule-0603,12.5625,176.0,210.0,13.883532500000001,100.587764375
16,2022-12-12 23:46:36,AIQ3188-1670716320-schedule-0603,13.0,176.0,210.0,13.88278,100.58732
17,2022-12-12 23:46:37,AIQ3188-1670716320-schedule-0603,13.3125,176.3125,210.1875,13.882053125,100.5868875
18,2022-12-12 23:46:38,AIQ3188-1670716320-schedule-0603,13.625,176.625,210.375,13.88132625,100.586455
19,2022-12-12 23:46:39,AIQ3188-1670716320-schedule-0603,13.9375,176.9375,210.5625,13.880599375000001,100.5860225
20,2022-12-12 23:46:40,AIQ3188-1670716320-schedule-0603,14.25,177.25,210.75,13.879872500000001,100.58559
21,2022-12-12 23:46:41,AIQ3188-1670716320-schedule-0603,14.5625,177.5625,210.9375,13.879145625,100.58515750000001
22,2022-12-12 23:46:42,AIQ3188-1670716320-schedule-0603,14.875,177.875,211.125,13.87841875,100.584725
23,2022-12-12 23:46:43,AIQ3188-1670716320-schedule-0603,15.1875,178.1875,211.3125,13.877691875,100.5842925
24,2022-12-12 23:46:44,AIQ3188-1670716320-schedule-0603,15.5,178.5,211.5,13.876965,100.58386
25,2022-12-12 23:46:45,AIQ3188-1670716320-schedule-0603,15.8125,178.8125,211.6875,13.876238125,100.5834275
26,2022-12-12 23:46:46,AIQ3188-1670716320-schedule-0603,16.125,179.125,211.875,13.87551125,100.582995
