fa_flight_id,altitude,altitude_change,groundspeed,heading,latitude,longitude,timestamp,update_type
NOK100-1669936380-schedule-0453,6,C,167,211,13.90022,100.59752,2022-12-03T23:18:42Z,A
NOK100-1669936380-schedule-0453,11,C,181,209,13.88892,100.59092,2022-12-03T23:18:58Z,A
NOK100-1669936380-schedule-0453,18,C,178,210,13.87741,100.5846,2022-12-03T23:19:14Z,A
NOK100-1669936380-schedule-0453,24,C,180,248,13.86847,100.5741,2022-12-03T23:19:30Z,A
NOK100-1669936380-schedule-0453,29,C,182,289,13.86919,100.56066,2022-12-03T23:19:46Z,A
NOK100-1669936380-schedule-0453,34,C,185,296,13.8748,100.54779,2022-12-03T23:20:02Z,A
NOK100-1669936380-schedule-0453,38,C,215,295,13.88388,100.52823,2022-12-03T23:20:25Z,A
NOK100-1669936380-schedule-0453,42,C,248,295,13.8945,100.50492,2022-12-03T23:20:48Z,A
NOK100-1669936380-schedule-0453,48,C,264,295,13.90413,100.48327,2022-12-03T23:21:07Z,A
NOK100-1669936380-schedule-0453,55,C,272,294,13.91272,100.46363,2022-12-03T23:21:23Z,A
NOK100-1669936380-schedule-0453,63,C,286,295,13.9281,100.42863,2022-12-03T23:21:53Z,A
NOK100-1669936380-schedule-0453,70,C,293,294,13.94514,100.39008,2022-12-03T23:22:23Z,A
NOK100-1669936380-schedule-0453,77,C,294,297,13.95892,100.359,2022-12-03T23:22:48Z,A
NOK100-1669936380-schedule-0453,83,C,296,323,13.97331,100.34069,2022-12-03T23:23:05Z,A
NOK100-1669936380-schedule-0453,89,C,290,352,13.99654,100.33129,2022-12-03T23:23:23Z,A
NOK100-1669936380-schedule-0453,96,C,293,359,14.02302,100.33057,2022-12-03T23:23:43Z,A
NOK100-1669936380-schedule-0453,105,C,320,359,14.06618,100.32927,2022-12-03T23:24:13Z,A
NOK100-1669936380-schedule-0453,110,C,349,359,14.11306,100.32777,2022-12-03T23:24:43Z,A
NOK100-1669936380-schedule-0453,125,C,354,359,14.16252,100.32625,2022-12-03T23:25:13Z,A
NOK100-1669936380-schedule-0453,134,C,362,0,14.19559,100.32541,2022-12-03T23:25:34Z,A
NOK100-1669936380-schedule-0453,143,C,368,0,14.23032,100.32454,2022-12-03T23:25:54Z,A
NOK100-1669936380-schedule-0453,151,C,377,0,14.26428,100.32369,2022-12-03T23:26:14Z,A
NOK100-1669936380-schedule-0453,161,C,380,0,14.30008,100.32279,2022-12-03T23:26:34Z,A
NOK100-1669936380-schedule-0453,169,C,388,0,14.33633,100.32189,2022-12-03T23:26:54Z,A
NOK100-1669936380-schedule-0453,177,C,396,0,14.37161,100.32103,2022-12-03T23:27:14Z,A
NOK100-1669936380-schedule-0453,186,C,402,0,14.41015,100.32002,2022-12-03T23:27:34Z,A
NOK100-1669936380-schedule-0453,197,C,404,0,14.46583,100.31852,2022-12-03T23:28:04Z,A
NOK100-1669936380-schedule-0453,205,C,406,0,14.50424,100.31754,2022-12-03T23:28:24Z,A
NOK100-1669936380-schedule-0453,216,C,413,0,14.56146,100.31607,2022-12-03T23:28:54Z,A
NOK100-1669936380-schedule-0453,223,C,416,0,14.59906,100.3151,2022-12-03T23:29:14Z,A
NOK100-1669936380-schedule-0453,239,C,420,359,14.68254,100.31294,2022-12-03T23:29:57Z,A
NOK100-1669936380-schedule-0453,247,C,421,0,14.73679,100.31152,2022-12-03T23:30:25Z,A
NOK100-1669936380-schedule-0453,255,C,424,0,14.77625,100.31048,2022-12-03T23:30:45Z,A
NOK100-1669936380-schedule-0453,260,C,426,0,14.81483,100.30951,2022-12-03T23:31:05Z,A
NOK100-1669936380-schedule-0453,266,C,429,0,14.85151,100.30856,2022-12-03T23:31:24Z,A
NOK100-1669936380-schedule-0453,271,C,435,0,14.89536,100.30739,2022-12-03T23:31:45Z,A
NOK100-1669936380-schedule-0453,276,C,441,0,14.93717,100.30635,2022-12-03T23:32:05Z,A
NOK100-1669936380-schedule-0453,280,C,447,0,14.97789,100.30527,2022-12-03T23:32:25Z,A
NOK100-1669936380-schedule-0453,288,C,456,359,15.05598,100.30325,2022-12-03T23:33:03Z,A
NOK100-1669936380-schedule-0453,293,C,461,0,15.10583,100.30195,2022-12-03T23:33:25Z,A
NOK100-1669936380-schedule-0453,298,C,463,0,15.14936,100.30086,2022-12-03T23:33:46Z,A
NOK100-1669936380-schedule-0453,303,C,465,0,15.19349,100.29968,2022-12-03T23:34:06Z,A
NOK100-1669936380-schedule-0453,309,C,461,0,15.23506,100.29857,2022-12-03T23:34:26Z,A
NOK100-1669936380-schedule-0453,320,C,454,0,15.29851,100.29689,2022-12-03T23:34:56Z,A
NOK100-1669936380-schedule-0453,327,C,452,0,15.34129,100.29659,2022-12-03T23:35:16Z,A
NOK100-1669936380-schedule-0453,332,C,451,0,15.37198,100.2966,2022-12-03T23:35:32Z,A
NOK100-1669936380-schedule-0453,338,C,453,360,15.42714,100.29665,2022-12-03T23:35:57Z,A
NOK100-1669936380-schedule-0453,341,C,457,0,15.46801,100.29649,2022-12-03T23:36:16Z,A
NOK100-1669936380-schedule-0453,344,C,460,0,15.51045,100.29631,2022-12-03T23:36:36Z,A
NOK100-1669936380-schedule-0453,348,C,463,0,15.55324,100.2961,2022-12-03T23:36:56Z,A
NOK100-1669936380-schedule-0453,353,C,463,0,15.59679,100.29597,2022-12-03T23:37:16Z,A
NOK100-1669936380-schedule-0453,357,C,462,0,15.6395,100.29578,2022-12-03T23:37:36Z,A
NOK100-1669936380-schedule-0453,360,C,461,0,15.68224,100.29561,2022-12-03T23:37:56Z,A
NOK100-1669936380-schedule-0453,360,C,459,0,15.72647,100.29539,2022-12-03T23:38:17Z,A
NOK100-1669936380-schedule-0453,360,D,458,360,15.77018,100.29522,2022-12-03T23:38:37Z,A
NOK100-1669936380-schedule-0453,360,-,458,0,15.8107,100.2951,2022-12-03T23:38:57Z,A
NOK100-1669936380-schedule-0453,360,-,458,0,15.85434,100.29493,2022-12-03T23:39:17Z,A
