fa_flight_id,altitude,altitude_change,groundspeed,heading,latitude,longitude,timestamp,update_type
NOK900-1669937520-schedule-0590,12,C,183,210,13.87994,100.58608,2022-12-03T23:41:48Z,A
NOK900-1669937520-schedule-0590,18,C,183,211,13.86877,100.5796,2022-12-03T23:42:04Z,A
NOK900-1669937520-schedule-0590,22,C,208,244,13.85866,100.56733,2022-12-03T23:42:21Z,A
NOK900-1669937520-schedule-0590,25,C,230,271,13.85591,100.55038,2022-12-03T23:42:37Z,A
NOK900-1669937520-schedule-0590,29,C,255,296,13.86298,100.52803,2022-12-03T23:42:57Z,A
NOK900-1669937520-schedule-0590,32,C,276,300,13.87252,100.51098,2022-12-03T23:43:13Z,A
NOK900-1669937520-schedule-0590,45,C,284,299,13.89123,100.47691,2022-12-03T23:43:43Z,A
NOK900-1669937520-schedule-0590,53,C,297,307,13.90627,100.45235,2022-12-03T23:44:02Z,A
NOK900-1669937520-schedule-0590,63,C,313,313,13.93513,100.41991,2022-12-03T23:44:32Z,A
NOK900-1669937520-schedule-0590,73,C,328,312,13.96083,100.39133,2022-12-03T23:44:59Z,A
NOK900-1669937520-schedule-0590,83,C,346,313,13.99216,100.3563,2022-12-03T23:45:29Z,A
NOK900-1669937520-schedule-0590,88,C,355,313,14.02515,100.31948,2022-12-03T23:45:58Z,A
NOK900-1669937520-schedule-0590,98,C,365,312,14.05994,100.28055,2022-12-03T23:46:29Z,A
NOK900-1669937520-schedule-0590,112,C,372,313,14.09523,100.24115,2022-12-03T23:46:59Z,A
NOK900-1669937520-schedule-0590,131,C,381,312,14.1438,100.18679,2022-12-03T23:47:40Z,A
NOK900-1669937520-schedule-0590,139,C,382,317,14.16496,100.16462,2022-12-03T23:47:56Z,A
NOK900-1669937520-schedule-0590,148,C,384,328,14.19578,100.1411,2022-12-03T23:48:19Z,A
NOK900-1669937520-schedule-0590,157,C,393,329,14.22636,100.12149,2022-12-03T23:48:39Z,A
NOK900-1669937520-schedule-0590,168,C,406,329,14.27371,100.09061,2022-12-03T23:49:09Z,A
NOK900-1669937520-schedule-0590,179,C,416,330,14.32278,100.0595,2022-12-03T23:49:39Z,A
NOK900-1669937520-schedule-0590,187,C,419,329,14.35527,100.03885,2022-12-03T23:49:59Z,A
NOK900-1669937520-schedule-0590,195,C,421,329,14.38898,100.01702,2022-12-03T23:50:19Z,A
NOK900-1669937520-schedule-0590,207,C,425,329,14.43947,99.98402,2022-12-03T23:50:50Z,A
NOK900-1669937520-schedule-0590,218,C,431,328,14.48987,99.95186,2022-12-03T23:51:20Z,A
NOK900-1669937520-schedule-0590,228,C,435,329,14.54115,99.91897,2022-12-03T23:51:50Z,A
NOK900-1669937520-schedule-0590,237,C,445,315,14.58659,99.88133,2022-12-03T23:52:18Z,A
NOK900-1669937520-schedule-0590,245,C,451,305,14.6228,99.83479,2022-12-03T23:52:45Z,A
NOK900-1669937520-schedule-0590,254,C,452,306,14.65553,99.78781,2022-12-03T23:53:13Z,A
NOK900-1669937520-schedule-0590,263,C,454,307,14.69296,99.73393,2022-12-03T23:53:43Z,A
NOK900-1669937520-schedule-0590,272,C,460,305,14.73369,99.6752,2022-12-03T23:54:16Z,A
NOK900-1669937520-schedule-0590,278,C,468,305,14.77051,99.6219,2022-12-03T23:54:46Z,A
NOK900-1669937520-schedule-0590,284,C,475,305,14.80861,99.56672,2022-12-03T23:55:16Z,A
NOK900-1669937520-schedule-0590,291,C,480,305,14.84802,99.50975,2022-12-03T23:55:46Z,A
NOK900-1669937520-schedule-0590,301,C,477,305,14.88675,99.45364,2022-12-03T23:56:16Z,A
NOK900-1669937520-schedule-0590,308,C,470,305,14.92437,99.39925,2022-12-03T23:56:47Z,A
